,Causa_Direta,Natureza,Interrupcao (h),Hora
2140,Interferência de Terceiro,Abalroamento,0.1,13
2141,Interferência de Terceiro,Abalroamento,0.0,18
2142,Interferência de Terceiro,Atropelamento,0.0,13
2143,Interferência de Terceiro,Atropelamento,1.0,17
2144,Interferência de Terceiro,Abalroamento,1.4,18
2145,Interferência de Terceiro,Abalroamento,0.0,23
2146,Interferência de Terceiro,Atropelamento,0.0,7
2147,Interferência de Terceiro,Atropelamento,1.4,20
2148,Interferência de Terceiro,Atropelamento,2.0,5
2149,Interferência de Terceiro,Abalroamento,2.0,16
2150,Interferência de Terceiro,Abalroamento,0.0,9
2151,Via Permanente,Descarrilamento,16.0,12
2152,Interferência de Terceiro,Abalroamento,0.6,2
2153,Material Rodante,Descarrilamento,15.3,3
2154,Interferência de Terceiro,Abalroamento,1.7,13
2155,Interferência de Terceiro,Abalroamento,0.8,15
2156,Interferência de Terceiro,Abalroamento,0.5,0
2157,Falha Humana,Descarrilamento,26.0,2
2158,Interferência de Terceiro,Abalroamento,0.0,19
2159,Interferência de Terceiro,Atropelamento,0.0,1
2160,Interferência de Terceiro,Abalroamento,1.3,6
2161,Via Permanente,Descarrilamento,23.6,16
2162,Interferência de Terceiro,Atropelamento,1.3,7
2163,Interferência de Terceiro,Atropelamento,2.5,11
2164,Interferência de Terceiro,Atropelamento,4.3,22
2165,Interferência de Terceiro,Atropelamento,0.0,15
2166,Via Permanente,Descarrilamento,3.5,23
2167,Interferência de Terceiro,Atropelamento,1.5,1
2168,Interferência de Terceiro,Abalroamento,1.6,1
2169,Interferência de Terceiro,Atropelamento,0.1,5
2170,Via Permanente,Descarrilamento,0.0,15
2171,Via Permanente,Descarrilamento,18.2,15
2172,Interferência de Terceiro,Atropelamento,0.5,8
2173,Interferência de Terceiro,Atropelamento,1.5,11
2174,Interferência de Terceiro,Abalroamento,0.2,14
2175,Interferência de Terceiro,Abalroamento,0.5,16
2176,Interferência de Terceiro,Atropelamento,1.2,5
2177,Via Permanente,Descarrilamento,13.8,14
2178,Interferência de Terceiro,Atropelamento,2.0,20
2179,Interferência de Terceiro,Abalroamento,1.1,20
2180,Interferência de Terceiro,Atropelamento,1.0,3
2181,Interferência de Terceiro,Atropelamento,1.5,7
2182,Interferência de Terceiro,Abalroamento,0.1,10
2183,Interferência de Terceiro,Atropelamento,0.1,12
2184,Interferência de Terceiro,Atropelamento,1.1,14
2185,Via Permanente,Descarrilamento,22.4,14
2186,Interferência de Terceiro,Abalroamento,1.3,14
2187,Interferência de Terceiro,Abalroamento,0.3,9
2188,Falha Humana,Descarrilamento,9.9,14
2189,Interferência de Terceiro,Abalroamento,2.0,18
2190,Interferência de Terceiro,Abalroamento,0.9,7
2191,Interferência de Terceiro,Descarrilamento,12.0,7
2192,Falha Humana,Descarrilamento,3.3,8
2193,Via Permanente,Descarrilamento,4.5,10
2194,Interferência de Terceiro,Abalroamento,0.0,11
2195,Interferência de Terceiro,Abalroamento,4.0,12
2196,Interferência de Terceiro,Abalroamento,0.1,16
2197,Interferência de Terceiro,Abalroamento,0.5,16
2198,Interferência de Terceiro,Abalroamento,0.0,22
2199,Interferência de Terceiro,Abalroamento,0.1,3
2200,Interferência de Terceiro,Atropelamento,0.0,8
2201,Interferência de Terceiro,Atropelamento,0.0,8
2202,Interferência de Terceiro,Abalroamento,3.4,13
2203,Interferência de Terceiro,Atropelamento,0.1,16
2204,Interferência de Terceiro,Atropelamento,0.0,19
2205,Interferência de Terceiro,Atropelamento,2.3,4
2206,Interferência de Terceiro,Abalroamento,1.3,19
2207,Interferência de Terceiro,Atropelamento,2.0,2
2208,Interferência de Terceiro,Atropelamento,2.3,9
2209,Falha Humana,Descarrilamento,5.9,12
2210,Interferência de Terceiro,Atropelamento,3.0,19
2211,Interferência de Terceiro,Atropelamento,1.5,20
2212,Interferência de Terceiro,Atropelamento,2.0,2
2213,Interferência de Terceiro,Atropelamento,0.0,21
2214,Interferência de Terceiro,Atropelamento,1.0,17
2215,Interferência de Terceiro,Atropelamento,2.3,23
2216,Via Permanente,Descarrilamento,6.9,12
2217,Via Permanente,Descarrilamento,0.0,13
2218,Interferência de Terceiro,Abalroamento,1.0,4
2219,Outras Causas,Descarrilamento,3.0,13
2220,Interferência de Terceiro,Abalroamento,0.3,15
2221,Interferência de Terceiro,Atropelamento,3.3,4
2222,Casos Fortuitos ou de Força Maior,Descarrilamento,10.0,7
2223,Interferência de Terceiro,Abalroamento,0.8,14
2224,Material Rodante,Incêndio,4.3,15
2225,Interferência de Terceiro,Abalroamento,3.5,6
2226,Interferência de Terceiro,Abalroamento,3.6,16
2227,Via Permanente,Descarrilamento,23.0,7
2228,Interferência de Terceiro,Atropelamento,3.3,11
2229,Interferência de Terceiro,Abalroamento,1.0,22
2230,Material Rodante,Descarrilamento,7.4,3
2231,Interferência de Terceiro,Abalroamento,5.0,9
2232,Interferência de Terceiro,Abalroamento,0.0,16
2233,Interferência de Terceiro,Atropelamento,1.2,16
2234,Interferência de Terceiro,Abalroamento,0.0,11
2235,Interferência de Terceiro,Atropelamento,0.4,13
2236,Interferência de Terceiro,Atropelamento,1.0,22
2237,Interferência de Terceiro,Atropelamento,1.4,3
2238,Interferência de Terceiro,Abalroamento,0.0,10
2239,Interferência de Terceiro,Abalroamento,0.2,11
2240,Via Permanente,Descarrilamento,10.0,13
2241,Interferência de Terceiro,Abalroamento,0.0,14
2242,Interferência de Terceiro,Abalroamento,1.7,19
2243,Interferência de Terceiro,Abalroamento,1.3,20
2244,Material Rodante,Descarrilamento,7.4,1
2245,Interferência de Terceiro,Atropelamento,0.0,14
2246,Interferência de Terceiro,Atropelamento,0.0,11
2247,Interferência de Terceiro,Abalroamento,0.9,9
2248,Via Permanente,Descarrilamento,18.5,12
2249,Interferência de Terceiro,Atropelamento,0.0,19
2250,Interferência de Terceiro,Abalroamento,1.6,18
2251,Via Permanente,Descarrilamento,12.3,10
2252,Interferência de Terceiro,Abalroamento,0.7,11
2253,Interferência de Terceiro,Abalroamento,0.8,18
2254,Interferência de Terceiro,Atropelamento,4.0,20
2255,Material Rodante,Descarrilamento,11.3,2
2256,Interferência de Terceiro,Abalroamento,0.0,14
2257,Material Rodante,Descarrilamento,20.8,20
2258,Interferência de Terceiro,Abalroamento,0.0,4
2259,Interferência de Terceiro,Atropelamento,1.0,16
2260,Interferência de Terceiro,Atropelamento,0.0,20
2261,Interferência de Terceiro,Abalroamento,0.0,1
2262,Material Rodante,Descarrilamento,5.9,2
2263,Interferência de Terceiro,Abalroamento,2.0,20
2264,Interferência de Terceiro,Atropelamento,2.0,20
2265,Interferência de Terceiro,Atropelamento,0.0,22
2266,Via Permanente,Descarrilamento,9.0,1
2267,Interferência de Terceiro,Atropelamento,7.9,9
2268,Interferência de Terceiro,Abalroamento,2.4,13
2269,Interferência de Terceiro,Atropelamento,0.0,15
2270,Interferência de Terceiro,Atropelamento,2.0,20
2271,Interferência de Terceiro,Atropelamento,1.1,0
2272,Interferência de Terceiro,Abalroamento,0.0,8
2273,Interferência de Terceiro,Atropelamento,2.0,8
2274,Interferência de Terceiro,Abalroamento,0.3,23
2275,Interferência de Terceiro,Abalroamento,0.0,18
2276,Via Permanente,Descarrilamento,27.1,12
2277,Material Rodante,Descarrilamento,3.0,14
2278,Interferência de Terceiro,Atropelamento,1.0,18
2279,Material Rodante,Descarrilamento,0.0,1
2280,Interferência de Terceiro,Atropelamento,4.0,11
2281,Interferência de Terceiro,Abalroamento,1.4,19
2282,Interferência de Terceiro,Atropelamento,2.3,0
2283,Interferência de Terceiro,Atropelamento,1.3,11
2284,Via Permanente,Descarrilamento,18.9,15
2285,Interferência de Terceiro,Atropelamento,4.0,21
2286,Interferência de Terceiro,Abalroamento,0.0,9
2287,Interferência de Terceiro,Abalroamento,2.3,5
2288,Interferência de Terceiro,Abalroamento,0.0,14
2289,Interferência de Terceiro,Atropelamento,0.0,8
2290,Interferência de Terceiro,Abalroamento,2.4,8
2291,Via Permanente,Descarrilamento,4.6,16
2292,Interferência de Terceiro,Atropelamento,3.7,2
2293,Interferência de Terceiro,Abalroamento,3.0,11
2294,Interferência de Terceiro,Abalroamento,0.0,11
2295,Interferência de Terceiro,Abalroamento,0.5,13
2296,Via Permanente,Descarrilamento,10.5,5
2297,Via Permanente,Descarrilamento,18.3,10
2298,Interferência de Terceiro,Atropelamento,0.7,11
2299,Interferência de Terceiro,Atropelamento,2.3,12
2300,Material Rodante,Descarrilamento,0.0,3
2301,Via Permanente,Descarrilamento,0.0,21
2302,Interferência de Terceiro,Abalroamento,0.0,18
2303,Via Permanente,Descarrilamento,26.0,20
2304,Via Permanente,Descarrilamento,23.0,0
2305,Interferência de Terceiro,Abalroamento,0.3,23
2306,Via Permanente,Descarrilamento,8.5,7
2307,Outras Causas,Descarrilamento,6.6,8
2308,Interferência de Terceiro,Abalroamento,0.5,9
2309,Interferência de Terceiro,Abalroamento,0.0,21
2310,Interferência de Terceiro,Atropelamento,0.0,22
2311,Via Permanente,Descarrilamento,41.9,2
2312,Interferência de Terceiro,Abalroamento,2.7,10
2313,Via Permanente,Descarrilamento,15.2,5
2314,Interferência de Terceiro,Abalroamento,1.5,12
2315,Material Rodante,Descarrilamento,12.8,14
2316,Interferência de Terceiro,Atropelamento,0.0,6
2317,Interferência de Terceiro,Atropelamento,0.0,3
2318,Interferência de Terceiro,Abalroamento,0.7,6
2319,Interferência de Terceiro,Abalroamento,0.0,6
2320,Via Permanente,Descarrilamento,0.0,14
2321,Interferência de Terceiro,Abalroamento,2.0,11
2322,Interferência de Terceiro,Atropelamento,2.0,18
2323,Interferência de Terceiro,Atropelamento,0.0,20
2324,Interferência de Terceiro,Atropelamento,0.2,10
2325,Interferência de Terceiro,Atropelamento,0.6,10
2326,Interferência de Terceiro,Atropelamento,0.2,20
2327,Interferência de Terceiro,Atropelamento,1.5,2
2328,Interferência de Terceiro,Atropelamento,0.0,15
2329,Interferência de Terceiro,Atropelamento,2.7,15
2330,Interferência de Terceiro,Atropelamento,0.4,18
2331,Interferência de Terceiro,Abalroamento,3.9,14
2332,Interferência de Terceiro,Abalroamento,0.0,22
2333,Interferência de Terceiro,Atropelamento,0.0,7
2334,Interferência de Terceiro,Abalroamento,1.2,16
2335,Interferência de Terceiro,Atropelamento,3.3,20
2336,Interferência de Terceiro,Atropelamento,0.0,21
2337,Interferência de Terceiro,Abalroamento,0.4,15
2338,Interferência de Terceiro,Atropelamento,2.0,20
2339,Interferência de Terceiro,Abalroamento,0.3,16
2340,Interferência de Terceiro,Atropelamento,0.5,3
2341,Interferência de Terceiro,Atropelamento,2.0,15
2342,Interferência de Terceiro,Atropelamento,3.0,5
2343,Material Rodante,Descarrilamento,3.5,14
2344,Interferência de Terceiro,Abalroamento,17.8,19
2345,Interferência de Terceiro,Abalroamento,0.0,21
2346,Via Permanente,Descarrilamento,4.0,1
2347,Interferência de Terceiro,Abalroamento,3.8,7
2348,Interferência de Terceiro,Abalroamento,0.0,14
2349,Interferência de Terceiro,Abalroamento,0.8,6
2350,Interferência de Terceiro,Atropelamento,1.1,21
2351,Falha Humana,Atropelamento,2.0,16
2352,Outras Causas,Descarrilamento,9.4,5
2353,Interferência de Terceiro,Atropelamento,3.0,10
2354,Interferência de Terceiro,Atropelamento,2.0,10
2355,Interferência de Terceiro,Atropelamento,0.4,13
2356,Material Rodante,Descarrilamento,23.0,14
2357,Interferência de Terceiro,Abalroamento,2.0,19
2358,Via Permanente,Descarrilamento,3.5,21
2359,Gestão,Colisão,16.3,0
2360,Interferência de Terceiro,Abalroamento,0.5,16
2361,Material Rodante,Incêndio,0.0,11
2362,Interferência de Terceiro,Abalroamento,0.0,12
2363,Interferência de Terceiro,Abalroamento,3.2,23
2364,Interferência de Terceiro,Atropelamento,0.5,21
2365,Interferência de Terceiro,Atropelamento,1.8,1
2366,Outras Causas,Incêndio,20.0,16
2367,Interferência de Terceiro,Atropelamento,2.0,12
2368,Interferência de Terceiro,Atropelamento,0.0,4
2369,Interferência de Terceiro,Atropelamento,0.0,9
2370,Interferência de Terceiro,Atropelamento,1.0,13
2371,Interferência de Terceiro,Abalroamento,0.6,14
2372,Interferência de Terceiro,Atropelamento,3.0,19
2373,Interferência de Terceiro,Abalroamento,3.0,19
2374,Interferência de Terceiro,Atropelamento,0.0,23
2375,Interferência de Terceiro,Abalroamento,0.9,3
2376,Interferência de Terceiro,Descarrilamento,11.5,5
2377,Via Permanente,Descarrilamento,10.0,20
2378,Via Permanente,Descarrilamento,0.0,0
2379,Via Permanente,Descarrilamento,12.0,1
2380,Falha Humana,Descarrilamento,22.0,16
2381,Interferência de Terceiro,Abalroamento,30.5,11
2382,Interferência de Terceiro,Abalroamento,0.0,15
2383,Via Permanente,Descarrilamento,34.2,1
2384,Via Permanente,Descarrilamento,8.9,16
2385,Interferência de Terceiro,Atropelamento,2.0,13
2386,Via Permanente,Colisão,26.0,21
2387,Falha Humana,Descarrilamento,0.0,16
2388,Interferência de Terceiro,Atropelamento,0.0,20
2389,Interferência de Terceiro,Abalroamento,0.9,12
2390,Interferência de Terceiro,Abalroamento,0.1,5
2391,Interferência de Terceiro,Abalroamento,1.2,8
2392,Gestão,Abalroamento,0.0,8
2393,Interferência de Terceiro,Abalroamento,0.1,9
2394,Interferência de Terceiro,Abalroamento,2.2,15
2395,Interferência de Terceiro,Atropelamento,8.4,8
2396,Interferência de Terceiro,Atropelamento,0.0,12
2397,Via Permanente,Descarrilamento,5.0,20
2398,Interferência de Terceiro,Abalroamento,1.5,22
2399,Interferência de Terceiro,Atropelamento,2.7,23
2400,Material Rodante,Descarrilamento,5.2,11
2401,Interferência de Terceiro,Abalroamento,2.0,21
2402,Interferência de Terceiro,Abalroamento,2.5,16
2403,Interferência de Terceiro,Atropelamento,2.0,17
2404,Interferência de Terceiro,Abalroamento,0.0,21
2405,Interferência de Terceiro,Abalroamento,0.7,9
2406,Interferência de Terceiro,Abalroamento,0.0,9
2407,Interferência de Terceiro,Atropelamento,0.7,10
2408,Interferência de Terceiro,Atropelamento,0.5,12
2409,Interferência de Terceiro,Atropelamento,0.0,18
2410,Interferência de Terceiro,Abalroamento,0.7,18
2411,Interferência de Terceiro,Abalroamento,0.8,22
2412,Interferência de Terceiro,Atropelamento,3.0,14
2413,Interferência de Terceiro,Abalroamento,2.2,14
2414,Interferência de Terceiro,Abalroamento,0.8,21
2415,Interferência de Terceiro,Abalroamento,0.8,17
2416,Interferência de Terceiro,Abalroamento,3.0,20
2417,Interferência de Terceiro,Abalroamento,0.6,8
2418,Interferência de Terceiro,Abalroamento,0.5,9
2419,Interferência de Terceiro,Abalroamento,0.0,3
2420,Interferência de Terceiro,Atropelamento,2.0,15
2421,Via Permanente,Descarrilamento,4.6,23
2422,Interferência de Terceiro,Abalroamento,1.0,17
2423,Material Rodante,Descarrilamento,12.9,1
2424,Material Rodante,Descarrilamento,13.8,1
2425,Interferência de Terceiro,Abalroamento,3.0,14
2426,Interferência de Terceiro,Atropelamento,1.5,19
2427,Interferência de Terceiro,Atropelamento,0.1,3
2428,Interferência de Terceiro,Atropelamento,2.0,9
2429,Interferência de Terceiro,Abalroamento,0.1,12
2430,Interferência de Terceiro,Atropelamento,1.5,1
2431,Interferência de Terceiro,Abalroamento,0.1,5
2432,Via Permanente,Descarrilamento,24.0,10
2433,Interferência de Terceiro,Abalroamento,2.1,14
2434,Interferência de Terceiro,Abalroamento,0.5,15
2435,Interferência de Terceiro,Abalroamento,1.7,9
2436,Interferência de Terceiro,Atropelamento,1.0,20
2437,Interferência de Terceiro,Abalroamento,0.0,21
2438,Interferência de Terceiro,Abalroamento,1.1,8
2439,Outras Causas,Descarrilamento,1.5,14
2440,Interferência de Terceiro,Atropelamento,0.2,6
2441,Via Permanente,Descarrilamento,11.2,10
2442,Interferência de Terceiro,Abalroamento,1.7,11
2443,Interferência de Terceiro,Abalroamento,1.5,14
2444,Interferência de Terceiro,Abalroamento,1.0,14
2445,Via Permanente,Descarrilamento,38.5,3
2446,Interferência de Terceiro,Atropelamento,0.0,17
2447,Interferência de Terceiro,Abalroamento,0.0,19
2448,Interferência de Terceiro,Atropelamento,0.0,2
2449,Interferência de Terceiro,Abalroamento,0.2,12
2450,Via Permanente,Descarrilamento,12.2,14
2451,Interferência de Terceiro,Atropelamento,0.5,17
2452,Via Permanente,Descarrilamento,0.0,9
2453,Interferência de Terceiro,Atropelamento,0.0,5
2454,Interferência de Terceiro,Abalroamento,0.8,11
2455,Via Permanente,Descarrilamento,22.8,18
2456,Interferência de Terceiro,Abalroamento,4.0,20
2457,Interferência de Terceiro,Abalroamento,0.1,15
2458,Interferência de Terceiro,Abalroamento,0.0,8
2459,Material Rodante,Descarrilamento,7.5,11
2460,Interferência de Terceiro,Atropelamento,6.1,19
2461,Interferência de Terceiro,Atropelamento,2.0,3
2462,Interferência de Terceiro,Atropelamento,0.0,12
2463,Interferência de Terceiro,Abalroamento,2.3,5
2464,Interferência de Terceiro,Abalroamento,0.0,11
2465,Via Permanente,Descarrilamento,13.3,15
2466,Interferência de Terceiro,Atropelamento,3.3,2
2467,Interferência de Terceiro,Atropelamento,2.5,3
2468,Interferência de Terceiro,Abalroamento,1.3,9
2469,Interferência de Terceiro,Abalroamento,1.0,19
2470,Interferência de Terceiro,Abalroamento,1.0,20
2471,Casos Fortuitos ou de Força Maior,Descarrilamento,0.0,4
2472,Interferência de Terceiro,Atropelamento,0.0,8
2473,Interferência de Terceiro,Atropelamento,0.0,20
2474,Via Permanente,Descarrilamento,30.8,10
2475,Interferência de Terceiro,Atropelamento,0.0,10
2476,Interferência de Terceiro,Abalroamento,3.4,15
2477,Via Permanente,Descarrilamento,8.2,14
2478,Material Rodante,Descarrilamento,0.0,1
2479,Interferência de Terceiro,Atropelamento,3.3,6
2480,Via Permanente,Descarrilamento,0.0,9
2481,Material Rodante,Descarrilamento,10.3,18
2482,Via Permanente,Descarrilamento,8.1,23
2483,Interferência de Terceiro,Atropelamento,0.0,6
2484,Interferência de Terceiro,Atropelamento,1.3,9
2485,Interferência de Terceiro,Atropelamento,4.5,11
2486,Interferência de Terceiro,Abalroamento,0.0,13
2487,Interferência de Terceiro,Atropelamento,3.6,13
2488,Interferência de Terceiro,Atropelamento,3.0,16
2489,Interferência de Terceiro,Atropelamento,0.0,9
2490,Interferência de Terceiro,Abalroamento,2.0,23
2491,Interferência de Terceiro,Abalroamento,1.7,0
2492,Material Rodante,Descarrilamento,0.0,3
2493,Via Permanente,Descarrilamento,29.4,4
2494,Interferência de Terceiro,Atropelamento,4.5,5
2495,Interferência de Terceiro,Atropelamento,0.0,16
2496,Interferência de Terceiro,Abalroamento,2.3,6
2497,Interferência de Terceiro,Atropelamento,0.7,19
2498,Interferência de Terceiro,Atropelamento,0.0,10
2499,Interferência de Terceiro,Atropelamento,2.0,13
2500,Interferência de Terceiro,Atropelamento,1.5,16
2501,Interferência de Terceiro,Atropelamento,3.8,16
2502,Interferência de Terceiro,Atropelamento,3.0,22
2503,Interferência de Terceiro,Abalroamento,0.0,0
2504,Interferência de Terceiro,Atropelamento,0.5,10
2505,Via Permanente,Descarrilamento,13.6,5
2506,Interferência de Terceiro,Abalroamento,0.5,17
2507,Interferência de Terceiro,Abalroamento,0.4,5
2508,Interferência de Terceiro,Abalroamento,1.3,4
2509,Interferência de Terceiro,Atropelamento,3.8,15
2510,Interferência de Terceiro,Abalroamento,0.0,14
2511,Via Permanente,Descarrilamento,0.0,16
2512,Interferência de Terceiro,Atropelamento,0.0,17
2513,Via Permanente,Descarrilamento,15.2,11
2514,Interferência de Terceiro,Abalroamento,1.5,20
2515,Interferência de Terceiro,Abalroamento,0.0,11
2516,Interferência de Terceiro,Abalroamento,0.0,17
2517,Interferência de Terceiro,Atropelamento,2.0,17
2518,Interferência de Terceiro,Atropelamento,2.7,2
2519,Interferência de Terceiro,Abalroamento,2.0,11
2520,Interferência de Terceiro,Abalroamento,1.8,14
2521,Interferência de Terceiro,Abalroamento,0.0,6
2522,Interferência de Terceiro,Abalroamento,1.5,17
2523,Interferência de Terceiro,Atropelamento,1.3,20
2524,Interferência de Terceiro,Atropelamento,2.3,3
2525,Interferência de Terceiro,Abalroamento,0.0,12
2526,Interferência de Terceiro,Atropelamento,1.4,4
2527,Via Permanente,Descarrilamento,17.6,1
2528,Interferência de Terceiro,Abalroamento,0.1,22
2529,Interferência de Terceiro,Abalroamento,0.7,22
2530,Material Rodante,Descarrilamento,17.0,5
2531,Via Permanente,Colisão,21.0,5
2532,Interferência de Terceiro,Abalroamento,1.2,22
2533,Material Rodante,Descarrilamento,4.4,0
2534,Via Permanente,Descarrilamento,13.9,1
2535,Interferência de Terceiro,Atropelamento,1.5,16
2536,Interferência de Terceiro,Atropelamento,0.9,21
2537,Interferência de Terceiro,Abalroamento,1.3,4
2538,Interferência de Terceiro,Abalroamento,2.0,9
2539,Interferência de Terceiro,Atropelamento,0.0,14
2540,Interferência de Terceiro,Atropelamento,4.4,17
2541,Interferência de Terceiro,Abalroamento,1.1,18
2542,Via Permanente,Descarrilamento,5.0,20
2543,Interferência de Terceiro,Abalroamento,2.1,23
2544,Interferência de Terceiro,Atropelamento,0.0,17
2545,Interferência de Terceiro,Atropelamento,0.0,18
2546,Interferência de Terceiro,Atropelamento,3.0,11
2547,Interferência de Terceiro,Atropelamento,0.0,9
2548,Interferência de Terceiro,Abalroamento,0.0,17
2549,Interferência de Terceiro,Abalroamento,5.0,18
2550,Interferência de Terceiro,Abalroamento,1.0,21
2551,Interferência de Terceiro,Atropelamento,0.9,17
2552,Interferência de Terceiro,Abalroamento,0.0,14
2553,Interferência de Terceiro,Atropelamento,0.5,3
2554,Interferência de Terceiro,Abalroamento,0.0,8
2555,Interferência de Terceiro,Atropelamento,0.5,9
2556,Via Permanente,Descarrilamento,92.8,22
2557,Interferência de Terceiro,Atropelamento,5.0,23
2558,Interferência de Terceiro,Atropelamento,1.1,5
2559,Interferência de Terceiro,Abalroamento,1.3,9
2560,Interferência de Terceiro,Abalroamento,0.5,5
2561,Interferência de Terceiro,Atropelamento,0.0,20
2562,Interferência de Terceiro,Atropelamento,3.0,3
2563,Interferência de Terceiro,Abalroamento,1.2,18
2564,Interferência de Terceiro,Atropelamento,0.3,20
2565,Interferência de Terceiro,Atropelamento,0.0,7
2566,Interferência de Terceiro,Abalroamento,2.0,11
2567,Interferência de Terceiro,Atropelamento,2.6,16
2568,Interferência de Terceiro,Atropelamento,1.0,20
2569,Interferência de Terceiro,Abalroamento,0.5,13
2570,Interferência de Terceiro,Atropelamento,1.0,15
2571,Interferência de Terceiro,Atropelamento,0.0,3
2572,Interferência de Terceiro,Abalroamento,0.3,20
2573,Interferência de Terceiro,Abalroamento,0.5,7
2574,Interferência de Terceiro,Atropelamento,0.0,8
2575,Interferência de Terceiro,Atropelamento,0.5,18
2576,Casos Fortuitos ou de Força Maior,Colisão,0.0,18
2577,Interferência de Terceiro,Atropelamento,0.0,13
2578,Interferência de Terceiro,Atropelamento,0.1,20
2579,Interferência de Terceiro,Atropelamento,6.3,1
2580,Interferência de Terceiro,Atropelamento,0.0,17
2581,Interferência de Terceiro,Atropelamento,2.0,8
2582,Interferência de Terceiro,Abalroamento,1.0,21
2583,Interferência de Terceiro,Atropelamento,1.9,1
2584,Interferência de Terceiro,Atropelamento,3.0,4
2585,Material Rodante,Descarrilamento,0.0,23
2586,Interferência de Terceiro,Abalroamento,0.0,13
2587,Via Permanente,Descarrilamento,46.8,2
2588,Interferência de Terceiro,Abalroamento,2.0,11
2589,Interferência de Terceiro,Atropelamento,1.3,23
2590,Interferência de Terceiro,Atropelamento,0.5,8
2591,Interferência de Terceiro,Atropelamento,2.5,15
2592,Interferência de Terceiro,Atropelamento,3.0,17
2593,Interferência de Terceiro,Abalroamento,0.0,17
2594,Interferência de Terceiro,Atropelamento,2.5,22
2595,Interferência de Terceiro,Abalroamento,1.5,23
2596,Interferência de Terceiro,Atropelamento,0.7,14
2597,Interferência de Terceiro,Atropelamento,1.0,22
2598,Interferência de Terceiro,Abalroamento,2.4,0
2599,Interferência de Terceiro,Abalroamento,0.4,9
2600,Interferência de Terceiro,Abalroamento,0.0,9
2601,Interferência de Terceiro,Abalroamento,2.0,17
2602,Interferência de Terceiro,Abalroamento,0.0,23
2603,Interferência de Terceiro,Abalroamento,1.1,23
2604,Interferência de Terceiro,Atropelamento,0.3,17
2605,Interferência de Terceiro,Abalroamento,1.8,20
2606,Outras Causas,Descarrilamento,3.4,11
2607,Interferência de Terceiro,Atropelamento,0.4,23
2608,Interferência de Terceiro,Atropelamento,1.0,3
2609,Interferência de Terceiro,Abalroamento,1.7,11
2610,Material Rodante,Descarrilamento,6.6,12
2611,Interferência de Terceiro,Atropelamento,1.5,12
2612,Falha Humana,Descarrilamento,17.3,14
2613,Via Permanente,Descarrilamento,4.9,17
2614,Interferência de Terceiro,Abalroamento,5.7,9
2615,Falha Humana,Descarrilamento,3.0,13
2616,Interferência de Terceiro,Atropelamento,0.0,2
2617,Falha Humana,Colisão,0.0,13
2618,Interferência de Terceiro,Abalroamento,0.0,21
2619,Interferência de Terceiro,Atropelamento,1.0,17
2620,Interferência de Terceiro,Atropelamento,0.0,21
2621,Interferência de Terceiro,Atropelamento,0.0,7
2622,Interferência de Terceiro,Abalroamento,1.0,9
2623,Interferência de Terceiro,Abalroamento,0.5,10
2624,Interferência de Terceiro,Atropelamento,2.0,18
2625,Interferência de Terceiro,Atropelamento,2.5,20
2626,Interferência de Terceiro,Atropelamento,3.0,17
2627,Interferência de Terceiro,Abalroamento,2.9,23
2628,Interferência de Terceiro,Atropelamento,0.5,7
2629,Interferência de Terceiro,Abalroamento,2.2,8
2630,Interferência de Terceiro,Atropelamento,1.0,21
2631,Interferência de Terceiro,Abalroamento,0.3,23
2632,Interferência de Terceiro,Atropelamento,0.2,20
2633,Via Permanente,Descarrilamento,21.0,6
2634,Interferência de Terceiro,Abalroamento,0.0,8
2635,Interferência de Terceiro,Abalroamento,0.0,16
2636,Interferência de Terceiro,Abalroamento,2.5,13
2637,Interferência de Terceiro,Abalroamento,0.5,22
2638,Interferência de Terceiro,Abalroamento,1.0,9
2639,Interferência de Terceiro,Abalroamento,2.0,9
2640,Interferência de Terceiro,Atropelamento,2.0,20
2641,Interferência de Terceiro,Atropelamento,4.0,0
2642,Interferência de Terceiro,Atropelamento,2.4,1
2643,Interferência de Terceiro,Atropelamento,0.2,7
2644,Interferência de Terceiro,Atropelamento,0.0,11
2645,Interferência de Terceiro,Atropelamento,0.2,10
2646,Interferência de Terceiro,Abalroamento,1.6,13
2647,Interferência de Terceiro,Abalroamento,1.0,13
2648,Interferência de Terceiro,Atropelamento,7.0,1
2649,Interferência de Terceiro,Abalroamento,0.0,17
2650,Falha Humana,Colisão,0.0,11
2651,Interferência de Terceiro,Abalroamento,3.2,16
2652,Interferência de Terceiro,Abalroamento,2.0,8
2653,Interferência de Terceiro,Atropelamento,2.2,8
2654,Interferência de Terceiro,Abalroamento,2.6,13
2655,Interferência de Terceiro,Atropelamento,0.0,23
2656,Interferência de Terceiro,Atropelamento,0.5,16
2657,Interferência de Terceiro,Atropelamento,0.0,1
2658,Interferência de Terceiro,Atropelamento,1.0,19
2659,Interferência de Terceiro,Atropelamento,2.0,9
2660,Interferência de Terceiro,Abalroamento,0.5,18
2661,Via Permanente,Descarrilamento,19.4,0
2662,Interferência de Terceiro,Abalroamento,0.3,2
2663,Falha Humana,Descarrilamento,0.0,14
2664,Interferência de Terceiro,Atropelamento,0.0,17
2665,Interferência de Terceiro,Abalroamento,3.1,17
2666,Interferência de Terceiro,Atropelamento,1.0,21
2667,Interferência de Terceiro,Abalroamento,0.0,10
2668,Via Permanente,Descarrilamento,17.0,11
